            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            2.003400             9.940100          8.10000e-05          4.15500e-03
            2.024400             9.864900          1.06000e-04          5.52200e-03
            2.045400             9.778300         -1.53000e-04         -8.11100e-03
            2.066300             9.680400          4.88000e-04          2.63970e-02
            2.087300             9.572300          2.83000e-04          1.56560e-02
            2.108300             9.455200          8.98000e-04          5.09170e-02
            2.129200             9.330400          3.61000e-04          2.10200e-02
            2.150200             9.199400          2.59000e-04          1.55130e-02
            2.171200             9.064000          4.34000e-04          2.67790e-02
            2.192100             8.926300          6.19000e-04          3.93800e-02
            2.213100             8.788500          4.07000e-04          2.67120e-02
            2.234100             8.653400          5.30000e-04          3.58790e-02
            2.255000             8.524000          8.03000e-04          5.60220e-02
            2.276000             8.403300          6.39000e-04          4.58710e-02
            2.297000             8.294500          3.54000e-04          2.60830e-02
            2.317900             8.200600          2.49000e-04          1.87690e-02
            2.338900             8.124400          5.53000e-04          4.24690e-02
            2.359800             8.068200          3.91000e-04          3.04480e-02
            2.380800             8.033700          4.78000e-04          3.75430e-02
            2.401800             8.022100          2.66000e-04          2.09520e-02
            2.415300             8.014200          8.98000e-04          7.08790e-02
            2.428900             7.991000          5.62000e-04          4.46130e-02
            2.442400             7.952700          6.63000e-04          5.31390e-02
            2.456000             7.900200          6.28000e-04          5.10050e-02
            2.469500             7.834300          7.23000e-04          5.97130e-02
            2.483000             7.756000          8.80000e-05          7.41500e-03
            2.496600             7.666400          6.27000e-04          5.40770e-02
            2.510100             7.566400          7.30000e-05          6.46300e-03
            2.523700             7.457100          4.80000e-05          4.37600e-03
            2.537200             7.339300          8.54000e-04          8.03670e-02
            2.550800             7.213500          6.17000e-04          6.01060e-02
            2.564300             7.080400          4.70000e-04          4.75240e-02
            2.577800             6.940300          4.87000e-04          5.12510e-02
            2.591400             6.793300          5.50000e-04          6.04130e-02
            2.604900             6.639500          3.00000e-04          3.44970e-02
            2.618500             6.478700          3.87000e-04          4.67380e-02
            2.632000             6.310700          3.35000e-04          4.26400e-02
            2.645600             6.135300          3.00000e-04          4.04000e-02
            2.659100             5.952000          3.10000e-04          4.43580e-02
            2.672600             5.760500          3.05000e-04          4.65921e-02
            2.686200             5.507100          2.75000e-04          4.59640e-02
            2.699700             5.242900          3.86000e-04          7.11820e-02
            2.713300             4.969300          1.66000e-04          3.40760e-02
            2.726800             4.687400          1.29000e-04          2.97610e-02
            2.740400             4.398700          1.52000e-04          3.98224e-02
            2.753900             4.104600          1.61000e-04          4.84410e-02
            2.767500             3.806600          1.23000e-04          4.30290e-02
            2.781000             3.506000          2.37000e-04          9.77360e-02
            2.794500             3.204100          2.80000e-04          1.38255e-01
            2.808100             2.902100          1.79000e-04          1.07735e-01
            2.821600             2.600900          1.97000e-04          1.47624e-01
            2.835200             2.301400          8.40000e-05          8.03950e-02
            2.848700             2.004200          6.70000e-05          8.45500e-02
            2.862300             1.709700          1.08000e-04          1.87291e-01
            2.875800             1.417900          9.50000e-05          2.39530e-01
            2.889300             1.128700          5.00000e-05          1.98950e-01
            2.902900             0.841400          3.30000e-05          2.36280e-01
            2.916400             0.554600          0.00000e+00          0.00000e+00
            2.930000             0.262500          0.00000e+00          0.00000e+00
            2.943500             0.000000          0.00000e+00          0.00000e+00
            2.976000             0.567200          0.00000e+00          0.00000e+00
            3.008500             1.138800          3.90000e-05          1.52440e-01
            3.040900             1.704500          4.20000e-05          7.32780e-02
            3.073400             2.263300          4.90000e-05          4.84890e-02
            3.105900             2.813400          3.20000e-05          2.04940e-02
            3.138400             3.352700          3.50000e-05          1.57833e-02
            3.170800             3.879500          2.30000e-05          7.74670e-03
            3.203300             4.392100          1.40000e-05          3.67890e-03
            3.235800             4.889100          7.00000e-06          1.48440e-03
            3.268300             5.369300          4.00000e-06          7.03400e-04
            3.300700             5.831800          3.00000e-06          4.47110e-04
            3.333200             6.276100          6.00000e-06          7.72130e-04
            3.365700             6.701700          7.00000e-06          7.90100e-04
            3.398100             7.108800          1.60000e-05          1.60494e-03
            3.430600             7.497800          3.50000e-05          3.15595e-03
            3.463100             7.869300          2.00000e-05          1.63710e-03
            3.495600             8.224000          1.59000e-04          1.19167e-02
            3.528000             8.563200          1.11000e-04          7.67300e-03
            3.560500             8.888100          1.62000e-04          1.03948e-02
            3.593000             9.199900         -3.60000e-05         -2.15600e-03
            3.625500             9.500000          9.90000e-05          5.56000e-03
            3.657900             9.789700          2.91000e-04          1.53915e-02
            3.690400            10.070200          1.27000e-04          6.34850e-03
            3.722900            10.342300         -1.07000e-04         -5.07100e-03
            3.755400            10.606800          1.22000e-04          5.49700e-03
            3.787800            10.864000          1.37000e-04          5.88400e-03
            3.820300            11.113600          8.90000e-05          3.65260e-03
            3.852800            11.354800          1.15000e-04          4.52134e-03
            3.885200            11.585800          7.60000e-05          2.87010e-03
            3.917700            11.803500          1.77000e-04          6.44020e-03
            3.950200            12.001400          1.23000e-04          4.32880e-03
            3.982700            12.166600          8.10000e-05          2.77380e-03
            4.015100            12.276000          9.40000e-05          3.16180e-03
            4.047600            12.312100          1.99000e-04          6.65460e-03
            4.080100            12.299600          1.55000e-04          5.19380e-03
            4.112600            12.283500          1.14000e-04          3.82990e-03
            4.145000            12.290200          1.00000e-04          3.35590e-03
            4.177500            12.327800          8.40000e-05          2.80180e-03
            4.210000            12.394900          1.00000e-06          3.30000e-05
            4.242400            12.485100          1.09000e-04          3.54460e-03

            0.000000             0.000000          0.00000e+00          0.00000e+00
            0.025000             0.591900          0.00000e+00          0.00000e+00
            0.049900             1.180400          2.50000e-05          9.09550e-02
            0.074900             1.770900          2.90000e-05          4.68750e-02
            0.099800             2.363200          4.90000e-05          4.44760e-02
            0.124800             2.957300          3.80000e-05          2.20250e-02
            0.149800             3.552500          6.60000e-05          2.65094e-02
            0.174700             4.148300          7.60000e-05          2.23874e-02
            0.199700             4.743500          5.70000e-05          1.28409e-02
            0.224600             5.336700          4.60000e-05          8.18740e-03
            0.249600             5.926400          4.80000e-05          6.92750e-03
            0.274600             6.510800          6.20000e-05          7.41390e-03
            0.299500             7.088200          3.50000e-05          3.53100e-03
            0.324500             7.657100          5.50000e-05          4.75500e-03
            0.349400             8.216000         -2.30000e-05         -1.72700e-03
            0.374400             8.763800          3.20000e-05          2.11200e-03
            0.399300             9.299600          1.12000e-04          6.56480e-03
            0.424300             9.823000          1.52000e-04          7.98530e-03
            0.449300            10.333700          1.40000e-04          6.64580e-03
            0.474200            10.832100          6.20000e-05          2.67850e-03
            0.499200            11.318500          5.60000e-05          2.21540e-03
            0.524100            11.793700          1.06000e-04          3.86310e-03
            0.549100            12.258300         -9.90000e-05         -3.33970e-03
            0.574100            12.713200          3.20000e-05          1.00360e-03
            0.599000            12.661800          1.29000e-04          4.07900e-03
            0.624000            12.512000          1.84000e-04          5.95790e-03
            0.648900            12.369900          1.10000e-04          3.64410e-03
            0.673900            12.241700          1.33000e-04          4.49880e-03
            0.698900            12.133000          4.20000e-05          1.44620e-03
            0.723800            12.048500          2.50000e-05          8.73000e-04
            0.748800            11.993400          2.80000e-05          9.86730e-04
            0.773700            11.973200          2.90000e-05          1.02546e-03
            0.798700            11.993400          2.40000e-05          8.45790e-04
            0.823700            12.057100          1.30000e-05          4.53310e-04
            0.848600            12.162500          6.00000e-06          2.05600e-04
            0.873600            12.301900          1.80000e-05          6.02920e-04
            0.898500            12.466100          3.00000e-05          9.78600e-04
            0.923500            12.648400          7.10000e-05          2.24970e-03
            0.948400            12.845100         -3.80000e-05         -1.16750e-03
            0.973400            13.054600          1.34000e-04          3.98570e-03
            0.998400            13.276800          3.84000e-04          1.10424e-02
            1.007800            13.307900          3.05000e-04          8.72970e-03
            1.017200            13.341700          3.63000e-04          1.03375e-02
            1.026600            13.378200          1.36000e-04          3.85200e-03
            1.036000            13.417600          5.86000e-04          1.64993e-02
            1.045400            13.459700          1.19000e-04          3.32930e-03
            1.054800            13.504700          3.57000e-04          9.92250e-03
            1.064300            13.552400          4.46000e-04          1.23092e-02
            1.073700            13.602900          1.76000e-04          4.82140e-03
            1.083100            13.656200          1.10000e-05          2.99000e-04
            1.092500            13.712200          1.40000e-04          3.77440e-03
            1.101900            13.770800          1.64000e-04          4.38380e-03
            1.111300            13.831900          1.65000e-04          4.37174e-03
            1.120700            13.895500          9.70000e-05          2.54660e-03
            1.130200            13.961500          6.50000e-05          1.69034e-03
            1.139600            14.029600          4.90000e-05          1.26190e-03
            1.149000            14.099800          5.70000e-05          1.45340e-03
            1.158400            14.171900          6.40000e-05          1.61529e-03
            1.167800            14.245700          5.80000e-05          1.44876e-03
            1.177200            14.321100          4.00000e-05          9.88680e-04
            1.186600            14.397700          4.80000e-05          1.17380e-03
            1.196000            14.475400          4.10000e-05          9.91910e-04
            1.205500            14.553800          4.10000e-05          9.81230e-04
            1.214900            14.632500          3.20000e-05          7.57600e-04
            1.224300            14.710900          6.60000e-05          1.54591e-03
            1.233700            14.788500          4.90000e-05          1.13576e-03
            1.243100            14.863800          3.10000e-05          7.11270e-04
            1.252500            14.934700          7.10000e-05          1.61360e-03
            1.261900            14.997300          3.00000e-05          6.76080e-04
            1.271400            15.043400         -2.30000e-05         -5.15200e-04
            1.280800            15.061200         -1.07000e-04         -2.39110e-03
            1.287800            15.051000          4.40000e-05          9.84580e-04
            1.294900            15.023100          4.50000e-05          1.01066e-03
            1.302000            14.982800          4.50000e-05          1.01617e-03
            1.309000            14.934700          7.10000e-05          1.61360e-03
            1.316100            14.882000          3.30000e-05          7.55300e-04
            1.323100            14.826500          2.50000e-05          5.76500e-04
            1.330200            14.769200          7.70000e-05          1.78939e-03
            1.337300            14.710900          6.60000e-05          1.54591e-03
            1.344300            14.652100          3.00000e-05          7.08400e-04
            1.351400            14.593100          4.20000e-05          9.99690e-04
            1.358400            14.534100          4.20000e-05          1.00783e-03
            1.365500            14.475400          4.10000e-05          9.91910e-04
            1.372600            14.417000          3.90000e-05          9.51140e-04
            1.379600            14.359200          5.90000e-05          1.45052e-03
            1.386700            14.302100          2.30000e-05          5.70000e-04
            1.393700            14.245700          5.80000e-05          1.44876e-03
            1.400800            14.190200          8.40000e-05          2.11463e-03
            1.407900            14.135600          5.10000e-05          1.29384e-03
            1.414900            14.082100          6.70000e-05          1.71268e-03
            1.422000            14.029600          4.90000e-05          1.26190e-03
            1.429000            13.978300          2.60000e-05          6.74500e-04
            1.436100            13.928200          8.30000e-05          2.16876e-03
            1.443200            13.879400          1.04000e-04          2.73670e-03
            1.450200            13.831900          1.65000e-04          4.37174e-03
            1.457300            13.785800          2.60000e-04          6.93494e-03
            1.464300            13.741200          1.82000e-04          4.88600e-03
            1.471400            13.697900          1.95000e-04          5.26811e-03
            1.478500            13.656200          1.10000e-05          2.99000e-04
            1.485500            13.616000          9.60000e-05          2.62480e-03
            1.492600            13.577300          1.56000e-04          4.28970e-03
            1.499600            13.540200          3.22000e-04          8.90270e-03
            1.506700            13.504700          3.57000e-04          9.92250e-03
            1.513800            13.470700          2.60000e-05          7.26000e-04
            1.520800            13.438300          2.37000e-04          6.65280e-03
            1.527900            13.407500          3.91000e-04          1.10261e-02
            1.534900            13.378200          1.36000e-04          3.85200e-03
            1.542000            13.350600          2.47000e-04          7.02500e-03
            1.549100            13.324400          4.94000e-04          1.41043e-02
            1.556100            13.299900          2.09000e-04          5.98890e-03
            1.563200            13.276800          3.84000e-04          1.10424e-02
            1.584100            13.051300          1.86000e-04          5.53520e-03
            1.605100            12.834700         -7.80000e-05         -2.39980e-03
            1.626100            12.628700          5.70000e-05          1.81174e-03
            1.647000            12.434600          5.80000e-05          1.90150e-03
            1.668000            12.253500          1.50000e-05          5.06410e-04
            1.689000            12.086000          4.00000e-06          1.38810e-04
            1.709900            11.931900          1.00000e-05          3.56045e-04
            1.730900            11.790200          5.50000e-05          2.00560e-03
            1.751900            11.659700          3.10000e-05          1.15585e-03
            1.772800            11.538800          2.70000e-05          1.02790e-03
            1.793800            11.426000          5.80000e-05          2.25200e-03
            1.814800            11.320000          1.45000e-04          5.73590e-03
            1.835700            11.220100          1.01000e-04          4.06690e-03
            1.856700            11.126000          7.90000e-05          3.23500e-03
            1.877700            11.038000          2.13000e-04          8.86230e-03
            1.898600            10.956900          3.29000e-04          1.38912e-02
            1.919600            10.884300          1.47000e-04          6.29000e-03
            1.940500            10.823100          5.00000e-05          2.16300e-03
            1.961500            10.776800          2.13000e-04          9.29640e-03
            1.982500            10.749400         -6.90000e-05         -3.02730e-03
            2.003400            10.744500         -1.32000e-04         -5.79580e-03
            2.024400            10.764300          1.30000e-05          5.68800e-04
            2.045400            10.808900         -9.90000e-05         -4.29530e-03
            2.066300            10.877100          3.70000e-05          1.58530e-03
            2.087300            10.704200          2.80000e-05          1.23880e-03
            2.108300            10.395700          4.40000e-05          2.06390e-03
            2.129200            10.100100          7.70000e-05          3.82620e-03
            2.150200             9.818500          6.00000e-05          3.15490e-03
            2.171200             9.552500          3.80000e-05          2.11090e-03
            2.192100             9.303500          4.50000e-05          2.63490e-03
            2.213100             9.072600          1.94000e-04          1.19469e-02
            2.234100             8.861500          1.84000e-04          1.18770e-02
            2.255000             8.671300          4.19000e-04          2.82475e-02
            2.276000             8.503400          9.00000e-05          6.30900e-03
            2.297000             8.358900          3.21000e-04          2.32890e-02
            2.317900             8.239100          2.94000e-04          2.19540e-02
            2.338900             8.144800          3.92000e-04          2.99540e-02
            2.359800             8.076800          3.91000e-04          3.03830e-02
            2.380800             8.035800          4.78000e-04          3.75230e-02
            2.401800             8.022100          2.66000e-04          2.09520e-02
            2.415300             8.018000          8.98000e-04          7.08070e-02
            2.428900             8.005200          5.92000e-04          4.68280e-02
            2.442400             7.983500          6.33000e-04          5.03440e-02
            2.456000             7.952700          7.60000e-04          6.09140e-02
            2.469500             7.912100          6.54000e-04          5.29570e-02
            2.483000             7.861200         -4.80000e-05         -3.93700e-03
            2.496600             7.799400          5.81000e-04          4.84150e-02
            2.510100             7.725900          3.60000e-05          3.05700e-03
            2.523700             7.640000         -8.50000e-05         -7.38200e-03
            2.537200             7.541000          9.44000e-04          8.41500e-02
            2.550800             7.428400          6.34000e-04          5.82410e-02
            2.564300             7.301500          4.33000e-04          4.11710e-02
            2.577800             7.160100          4.50000e-04          4.44940e-02
            2.591400             7.003900          5.91000e-04          6.10720e-02
            2.604900             6.832600          3.21000e-04          3.48540e-02
            2.618500             6.646500          1.87000e-04          2.14580e-02
            2.632000             6.445700          2.90000e-04          3.53820e-02
            2.645600             6.230700          3.66000e-04          4.77900e-02
            2.659100             6.002000          2.54000e-04          3.57410e-02
            2.672600             5.760500          3.05000e-04          4.65921e-02
            2.686200             5.560200          2.10000e-04          3.44330e-02
            2.699700             5.350800          3.72000e-04          6.58630e-02
            2.713300             5.131800          1.62000e-04          3.11820e-02
            2.726800             4.903000          1.19000e-04          2.50930e-02
            2.740400             4.663900          1.26000e-04          2.93630e-02
            2.753900             4.414500          1.61000e-04          4.18790e-02
            2.767500             4.154600          1.07000e-04          3.14240e-02
            2.781000             3.884200          2.59000e-04          8.70170e-02
            2.794500             3.603500          2.48000e-04          9.68160e-02
            2.808100             3.312600          1.76000e-04          8.13060e-02
            2.821600             3.012000          1.94000e-04          1.08396e-01
            2.835200             2.702200          9.00000e-05          6.24830e-02
            2.848700             2.383700          5.90000e-05          5.26330e-02
            2.862300             2.057300          8.50000e-05          1.01801e-01
            2.875800             1.723800          7.70000e-05          1.31353e-01
            2.889300             1.383900          4.10000e-05          1.08522e-01
            2.902900             1.038600          2.90000e-05          1.36280e-01
            2.916400             0.688500          1.30000e-05          1.39020e-01
            2.930000             0.335400          0.00000e+00          0.00000e+00
            2.943500             0.000000          0.00000e+00          0.00000e+00
            2.976000             0.654800         -1.00000e-06         -1.18200e-02
            3.008500             1.305800          3.50000e-05          1.04050e-01
            3.040900             1.953400          4.00000e-05          5.31390e-02
            3.073400             2.595500          3.50000e-05          2.63370e-02
            3.105900             3.230300          2.50000e-05          1.21443e-02
            3.138400             3.856100          3.40000e-05          1.15908e-02
            3.170800             4.471400          1.40000e-05          3.54960e-03
            3.203300             5.074700          2.30000e-05          4.52730e-03
            3.235800             5.664800          1.50000e-05          2.36940e-03
            3.268300             6.240300          1.40000e-05          1.82240e-03
            3.300700             6.800000          9.00000e-06          9.86700e-04
            3.333200             7.342700          2.80000e-05          2.63250e-03
            3.365700             7.867200          3.40000e-05          2.78470e-03
            3.398100             8.372300          5.40000e-05          3.90510e-03
            3.430600             8.856600          1.22000e-04          7.88400e-03
            3.463100             9.319100          1.44000e-04          8.40510e-03
            3.495600             9.758200          8.24000e-04          4.38648e-02
            3.528000            10.172700          2.81000e-04          1.37640e-02
            3.560500            10.561200          1.07500e-03          4.88549e-02
            3.593000            10.922500         -5.10000e-05         -2.16700e-03
            3.625500            11.255400          8.25000e-04          3.30110e-02
            3.657900            11.559000          3.56000e-04          1.35060e-02
            3.690400            11.832700          4.11000e-04          1.48799e-02
            3.722900            12.076100          1.15000e-04          3.99780e-03
            3.755400            12.289500          1.05000e-04          3.52420e-03
            3.787800            12.473300          1.93000e-04          6.28820e-03
            3.820300            12.628500          1.31000e-04          4.16390e-03
            3.852800            12.755900          1.57000e-04          4.89116e-03
            3.885200            12.856600          1.24000e-04          3.80280e-03
            3.917700            12.931500          1.23000e-04          3.72850e-03
            3.950200            12.981100          8.70000e-05          2.61710e-03
            3.982700            13.005200          1.66000e-04          4.97520e-03
            4.015100            13.005200          4.00000e-05          1.19910e-03
            4.047600            12.988500          1.32000e-04          3.96630e-03
            4.080100            12.948000          9.20000e-05          2.78170e-03
            4.112600            12.882400          6.50000e-05          1.98539e-03
            4.145000            12.796500          9.60000e-05          2.97180e-03
            4.177500            12.696000          1.80000e-05          5.66100e-04
            4.210000            12.588900          4.00000e-06          1.28000e-04
            4.242400            12.485100          1.09000e-04          3.54460e-03

            0.000000             0.000000          0.00000e+00          0.00000e+00
            0.025000             0.820700          6.00000e-06          4.51600e-02
            0.049900             1.634600          7.30000e-05          1.38500e-01
            0.074900             2.446600          1.10000e-05          9.32000e-03
            0.099800             3.254200         -6.50000e-05         -3.11100e-02
            0.124800             4.055800          1.40000e-05          4.31400e-03
            0.149800             4.849700          1.25000e-04          2.69400e-02
            0.174700             5.634200          1.08000e-04          1.72460e-02
            0.199700             6.407500         -9.00000e-06         -1.11100e-03
            0.224600             7.167700         -2.14000e-04         -2.11150e-02
            0.249600             7.912800         -1.80000e-04         -1.45730e-02
            0.274600             8.640500         -4.60000e-05         -3.12400e-03
            0.299500             9.347900          1.06000e-04          6.14900e-03
            0.324500            10.031500          3.30000e-04          1.66230e-02
            0.349400            10.686200         -3.34000e-04         -1.48260e-02
            0.374400            11.304400         -1.82000e-04         -7.22000e-03
            0.399300            11.873700          5.54000e-04          1.99190e-02
            0.424300            12.372000          5.10000e-05          1.68800e-03
            0.449300            12.762600          7.03000e-04          2.18780e-02
            0.474200            13.003200          6.67000e-04          1.99970e-02
            0.499200            13.085200          7.15000e-04          2.11680e-02
            0.524100            13.049600          1.44200e-03          4.29240e-02
            0.549100            12.946800          3.50000e-05          1.05800e-03
            0.574100            12.811000          6.65000e-04          2.05392e-02
            0.599000            13.159400         -2.40000e-05         -7.02500e-04
            0.624000            13.597000          8.30000e-05          2.27580e-03
            0.648900            14.026600         -6.20000e-05         -1.59740e-03
            0.673900            14.448100          3.90000e-05          9.47100e-04
            0.698900            14.861100         -1.80000e-05         -4.13200e-04
            0.723800            15.264800         -5.50000e-05         -1.19650e-03
            0.748800            15.657900         -1.13000e-04         -2.33640e-03
            0.773700            16.038600          1.90000e-05          3.74400e-04
            0.798700            16.404800          1.72000e-04          3.23980e-03
            0.823700            16.753800          7.90000e-05          1.42670e-03
            0.848600            17.082400          5.00000e-05          8.68500e-04
            0.873600            17.387100          7.50000e-05          1.25760e-03
            0.898500            17.633300          1.69000e-04          2.75515e-03
            0.923500            17.524400          1.26000e-04          2.07980e-03
            0.948400            17.396600          2.24000e-04          3.75191e-03
            0.973400            17.249400          2.46000e-04          4.19100e-03
            0.998400            17.082200          1.83000e-04          3.17899e-03
            1.007800            17.058900          9.70000e-05          1.68970e-03
            1.017200            17.032800          1.61000e-04          2.81310e-03
            1.026600            17.003900          3.26000e-04          5.71550e-03
            1.036000            16.972000          6.50000e-05          1.14390e-03
            1.045400            16.937200          8.00000e-06          1.41400e-04
            1.054800            16.899500          1.32000e-04          2.34290e-03
            1.064300            16.858800          1.84000e-04          3.28170e-03
            1.073700            16.815300          8.90000e-05          1.59550e-03
            1.083100            16.768900          1.44000e-04          2.59590e-03
            1.092500            16.719700          9.60000e-05          1.74081e-03
